Well_Num,region_name,trend_line_slope,trend_line_int,state,category,period,month,time_scale
420,Northeast,-0.0073,34.3468,Stable,Stable or Increasing,Monthly,Aug,10 Years
409,Thompson / Okanagan,-0.058,12.4015,Stable,Stable or Increasing,Monthly,Aug,10 Years
414,South Coast,0.1273,32.7917,Large Rate of Decline,Large Rate of Decline,Monthly,Aug,10 Years
415,South Coast,0.1339,41.6381,Large Rate of Decline,Large Rate of Decline,Monthly,Aug,10 Years
474,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
423,Thompson / Okanagan,-0.0161,5.4309,Stable,Stable or Increasing,Monthly,Aug,10 Years
400,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
411,Thompson / Okanagan,-0.9021,11.3174,Increasing,Stable or Increasing,Monthly,Aug,10 Years
410,Thompson / Okanagan,-8e-4,4.4413,Stable,Stable or Increasing,Monthly,Aug,10 Years
412,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
445,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
398,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
424,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
442,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
413,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
448,South Coast,-0.034,3.4197,Stable,Stable or Increasing,Monthly,Aug,10 Years
449,South Coast,-0.0566,4.3919,Stable,Stable or Increasing,Monthly,Aug,10 Years
425,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
426,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
427,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
428,West Coast,0.0147,44.2894,Stable,Stable or Increasing,Monthly,Aug,10 Years
429,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
430,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
431,West Coast,0.0087,20.7071,Stable,Stable or Increasing,Monthly,Aug,10 Years
432,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
433,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
434,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
435,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
450,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
451,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
438,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
452,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
453,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
454,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
436,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
437,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
456,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
457,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
458,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
455,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
439,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
441,South Coast,0.2208,15.0581,Stable,Stable or Increasing,Monthly,Aug,10 Years
460,South Coast,-0.0582,83.8928,Increasing,Stable or Increasing,Monthly,Aug,10 Years
461,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
440,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
459,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
463,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
471,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
443,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
469,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
470,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
462,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
473,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
480,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
468,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
467,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
477,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
475,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
476,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
478,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
483,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
485,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
486,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
479,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
444,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
489,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
488,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
490,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
482,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
481,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
493,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
487,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
491,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
492,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
495,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
497,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
499,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
498,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
502,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
501,Skeena,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
506,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
509,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
496,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
512,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
510,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
508,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Aug,10 Years
071,West Coast,-0.0141,6.1952,Stable,Stable or Increasing,Monthly,Sep,10 Years
228,West Coast,NA,NA,Stable,Stable or Increasing,Monthly,Sep,10 Years
316,West Coast,-0.0027,3.4365,Stable,Stable or Increasing,Monthly,Sep,10 Years
172,Thompson / Okanagan,-0.0676,15.3187,Stable,Stable or Increasing,Monthly,Sep,10 Years
295,West Coast,0.1343,10.4478,Stable,Stable or Increasing,Monthly,Sep,10 Years
327,West Coast,0.1473,12.1127,Stable,Stable or Increasing,Monthly,Sep,10 Years
217,Kootenay / Boundary,0.0112,3.0511,Stable,Stable or Increasing,Monthly,Sep,10 Years
045,Thompson / Okanagan,-0.0632,9.8506,Stable,Stable or Increasing,Monthly,Sep,10 Years
074,Kootenay / Boundary,0.3069,24.9978,Stable,Stable or Increasing,Monthly,Sep,10 Years
058,West Coast,0.0772,7.9531,Stable,Stable or Increasing,Monthly,Sep,10 Years
060,West Coast,-0.0457,10.0571,Increasing,Stable or Increasing,Monthly,Sep,10 Years
075,Thompson / Okanagan,-0.0355,2.9864,Stable,Stable or Increasing,Monthly,Sep,10 Years
080,Cariboo,-0.047,5.1169,Stable,Stable or Increasing,Monthly,Sep,10 Years
035,Thompson / Okanagan,-0.0739,3.7578,Stable,Stable or Increasing,Monthly,Sep,10 Years
081,Cariboo,-0.159,5.1635,Stable,Stable or Increasing,Monthly,Sep,10 Years
125,West Coast,0.0051,0.6028,Stable,Stable or Increasing,Monthly,Sep,10 Years
082,Cariboo,-0.1986,9.2131,Stable,Stable or Increasing,Monthly,Sep,10 Years
084,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
088,Cariboo,-0.2966,17.1884,Stable,Stable or Increasing,Monthly,Sep,10 Years
233,West Coast,-0.0513,30.5974,Stable,Stable or Increasing,Monthly,Sep,10 Years
089,Skeena,-0.0875,32.7244,Increasing,Stable or Increasing,Monthly,Sep,10 Years
061,West Coast,NA,NA,Stable,Stable or Increasing,Monthly,Sep,10 Years
096,Thompson / Okanagan,4e-4,3.5804,Stable,Stable or Increasing,Monthly,Sep,10 Years
154,Thompson / Okanagan,-0.0499,4.3112,Stable,Stable or Increasing,Monthly,Sep,10 Years
152,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
484,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
299,South Coast,-0.0074,4.1964,Stable,Stable or Increasing,Monthly,Sep,10 Years
115,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
117,Thompson / Okanagan,0.0923,16.9051,Stable,Stable or Increasing,Monthly,Sep,10 Years
118,Thompson / Okanagan,-0.1821,17.2178,Stable,Stable or Increasing,Monthly,Sep,10 Years
122,Thompson / Okanagan,-0.2217,3.765,Stable,Stable or Increasing,Monthly,Sep,10 Years
015,South Coast,-0.0413,8.9304,Stable,Stable or Increasing,Monthly,Sep,10 Years
128,West Coast,-0.0429,2.1562,Stable,Stable or Increasing,Monthly,Sep,10 Years
124,Northeast,0.0206,18.9305,Stable,Stable or Increasing,Monthly,Sep,10 Years
326,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
065,West Coast,0.03,3.332,Stable,Stable or Increasing,Monthly,Sep,10 Years
008,South Coast,0.0563,18.7168,Stable,Stable or Increasing,Monthly,Sep,10 Years
196,West Coast,0.0106,3.6655,Stable,Stable or Increasing,Monthly,Sep,10 Years
002,South Coast,0.0532,13.3753,Stable,Stable or Increasing,Monthly,Sep,10 Years
200,Skeena,-0.696,26.4014,Stable,Stable or Increasing,Monthly,Sep,10 Years
201,West Coast,0.0048,6.6532,Stable,Stable or Increasing,Monthly,Sep,10 Years
328,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
265,West Coast,-0.2226,12.4159,Stable,Stable or Increasing,Monthly,Sep,10 Years
185,Thompson / Okanagan,0.0076,4.5299,Stable,Stable or Increasing,Monthly,Sep,10 Years
240,West Coast,0.0365,7.1873,Stable,Stable or Increasing,Monthly,Sep,10 Years
232,West Coast,0.2922,4.2326,Stable,Stable or Increasing,Monthly,Sep,10 Years
180,Thompson / Okanagan,-0.2056,10.3654,Stable,Stable or Increasing,Monthly,Sep,10 Years
397,West Coast,-0.2474,42.9998,Stable,Stable or Increasing,Monthly,Sep,10 Years
203,Thompson / Okanagan,0.0103,26.1226,Stable,Stable or Increasing,Monthly,Sep,10 Years
204,West Coast,-0.0083,2.8143,Stable,Stable or Increasing,Monthly,Sep,10 Years
211,West Coast,-0.0616,3.882,Stable,Stable or Increasing,Monthly,Sep,10 Years
338,West Coast,-0.132,32.3969,Increasing,Stable or Increasing,Monthly,Sep,10 Years
446,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
310,West Coast,0.1968,7.8975,Stable,Stable or Increasing,Monthly,Sep,10 Years
197,West Coast,0.0594,7.2005,Stable,Stable or Increasing,Monthly,Sep,10 Years
344,Thompson / Okanagan,0.0116,3.9295,Stable,Stable or Increasing,Monthly,Sep,10 Years
346,Thompson / Okanagan,NA,NA,Stable,Stable or Increasing,Monthly,Sep,10 Years
320,West Coast,-0.0893,24.8279,Increasing,Stable or Increasing,Monthly,Sep,10 Years
236,Thompson / Okanagan,-0.4069,26.6634,Increasing,Stable or Increasing,Monthly,Sep,10 Years
255,South Coast,-0.0146,3.105,Stable,Stable or Increasing,Monthly,Sep,10 Years
303,West Coast,-0.1602,25.9993,Stable,Stable or Increasing,Monthly,Sep,10 Years
408,South Coast,0.0017,21.9826,Stable,Stable or Increasing,Monthly,Sep,10 Years
262,Thompson / Okanagan,-0.3425,58.7278,Stable,Stable or Increasing,Monthly,Sep,10 Years
258,West Coast,-0.036,15.4581,Stable,Stable or Increasing,Monthly,Sep,10 Years
260,Cariboo,-0.0348,64.0401,Stable,Stable or Increasing,Monthly,Sep,10 Years
259,South Coast,0.0291,1.5566,Stable,Stable or Increasing,Monthly,Sep,10 Years
275,South Coast,-0.0246,6.2459,Stable,Stable or Increasing,Monthly,Sep,10 Years
261,Cariboo,-0.4094,26.8421,Increasing,Stable or Increasing,Monthly,Sep,10 Years
380,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
321,West Coast,-0.05,13.9572,Stable,Stable or Increasing,Monthly,Sep,10 Years
290,West Coast,0.0329,1.5003,Stable,Stable or Increasing,Monthly,Sep,10 Years
272,South Coast,0.0696,5.2895,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Sep,10 Years
047,Thompson / Okanagan,-0.0645,7.4491,Stable,Stable or Increasing,Monthly,Sep,10 Years
376,Cariboo,-0.0783,5.7288,Stable,Stable or Increasing,Monthly,Sep,10 Years
399,Thompson / Okanagan,-0.0126,2.2255,Stable,Stable or Increasing,Monthly,Sep,10 Years
282,Thompson / Okanagan,0.3569,6.3727,Stable,Stable or Increasing,Monthly,Sep,10 Years
284,West Coast,-0.0643,1.9211,Stable,Stable or Increasing,Monthly,Sep,10 Years
283,West Coast,-0.0144,6.7951,Stable,Stable or Increasing,Monthly,Sep,10 Years
286,Northeast,-0.0329,13.2329,Stable,Stable or Increasing,Monthly,Sep,10 Years
289,Cariboo,0.1307,8.9863,Stable,Stable or Increasing,Monthly,Sep,10 Years
287,West Coast,0.3052,7.0625,Large Rate of Decline,Large Rate of Decline,Monthly,Sep,10 Years
288,West Coast,0.0265,17.7312,Stable,Stable or Increasing,Monthly,Sep,10 Years
305,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
291,Kootenay / Boundary,0.6007,6.6879,Large Rate of Decline,Large Rate of Decline,Monthly,Sep,10 Years
292,South Coast,0.0666,10.0718,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Sep,10 Years
293,Omineca,-0.012,9.3104,Stable,Stable or Increasing,Monthly,Sep,10 Years
294,Thompson / Okanagan,0.0373,8.6891,Stable,Stable or Increasing,Monthly,Sep,10 Years
343,West Coast,0.4002,14.7929,Stable,Stable or Increasing,Monthly,Sep,10 Years
296,Thompson / Okanagan,0.0048,4.3694,Stable,Stable or Increasing,Monthly,Sep,10 Years
297,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
302,Thompson / Okanagan,0.0057,8.3078,Stable,Stable or Increasing,Monthly,Sep,10 Years
304,West Coast,-0.7303,12.5468,Increasing,Stable or Increasing,Monthly,Sep,10 Years
301,South Coast,-0.0197,18.635,Stable,Stable or Increasing,Monthly,Sep,10 Years
306,Kootenay / Boundary,4e-4,5.6043,Stable,Stable or Increasing,Monthly,Sep,10 Years
333,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
313,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
309,Kootenay / Boundary,-0.0516,24.186,Stable,Stable or Increasing,Monthly,Sep,10 Years
311,Thompson / Okanagan,-0.1742,18.6677,Increasing,Stable or Increasing,Monthly,Sep,10 Years
319,West Coast,-0.0034,15.6329,Stable,Stable or Increasing,Monthly,Sep,10 Years
312,West Coast,-0.0095,4.0603,Stable,Stable or Increasing,Monthly,Sep,10 Years
318,West Coast,0.1666,3.1944,Stable,Stable or Increasing,Monthly,Sep,10 Years
314,West Coast,-0.1962,7.2856,Increasing,Stable or Increasing,Monthly,Sep,10 Years
494,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
341,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
329,West Coast,1e-4,8.248,Stable,Stable or Increasing,Monthly,Sep,10 Years
281,West Coast,-0.0162,6.4585,Stable,Stable or Increasing,Monthly,Sep,10 Years
264,Thompson / Okanagan,0.0052,29.7268,Stable,Stable or Increasing,Monthly,Sep,10 Years
268,West Coast,-0.0063,1.2215,Stable,Stable or Increasing,Monthly,Sep,10 Years
332,Thompson / Okanagan,0.1887,17.0009,Stable,Stable or Increasing,Monthly,Sep,10 Years
447,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
334,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
337,West Coast,0.5881,14.8594,Stable,Stable or Increasing,Monthly,Sep,10 Years
340,West Coast,0.1542,21.3872,Stable,Stable or Increasing,Monthly,Sep,10 Years
335,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
394,West Coast,-0.022,12.9864,Stable,Stable or Increasing,Monthly,Sep,10 Years
396,West Coast,0.0044,1.8426,Stable,Stable or Increasing,Monthly,Sep,10 Years
342,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
345,West Coast,-0.0824,55.9768,Stable,Stable or Increasing,Monthly,Sep,10 Years
347,Cariboo,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
348,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
422,Thompson / Okanagan,-0.1056,10.2565,Stable,Stable or Increasing,Monthly,Sep,10 Years
349,South Coast,0.105,2.6383,Stable,Stable or Increasing,Monthly,Sep,10 Years
351,West Coast,-0.1148,9.3285,Increasing,Stable or Increasing,Monthly,Sep,10 Years
356,Thompson / Okanagan,-0.0039,7.2742000000000004,Stable,Stable or Increasing,Monthly,Sep,10 Years
355,West Coast,-0.0673,5.3128,Stable,Stable or Increasing,Monthly,Sep,10 Years
372,West Coast,0.0658,59.7952,Stable,Stable or Increasing,Monthly,Sep,10 Years
368,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
369,West Coast,0.012,2.0905,Stable,Stable or Increasing,Monthly,Sep,10 Years
371,West Coast,-0.0013,5.0005,Stable,Stable or Increasing,Monthly,Sep,10 Years
359,South Coast,0.1743,29.5245,Large Rate of Decline,Large Rate of Decline,Monthly,Sep,10 Years
357,South Coast,0.0189,10.8295,Stable,Stable or Increasing,Monthly,Sep,10 Years
354,South Coast,0.0073,11.5242,Stable,Stable or Increasing,Monthly,Sep,10 Years
353,South Coast,-0.0165,5.482,Stable,Stable or Increasing,Monthly,Sep,10 Years
352,South Coast,0.0242,2.7888,Stable,Stable or Increasing,Monthly,Sep,10 Years
361,South Coast,-0.3523,8.1552,Stable,Stable or Increasing,Monthly,Sep,10 Years
362,Kootenay / Boundary,0.0482,3.0009,Stable,Stable or Increasing,Monthly,Sep,10 Years
363,Kootenay / Boundary,-0.0225,8.2964,Stable,Stable or Increasing,Monthly,Sep,10 Years
364,Cariboo,-0.0802,53.2333,Stable,Stable or Increasing,Monthly,Sep,10 Years
360,South Coast,0.0011,6.4701,Stable,Stable or Increasing,Monthly,Sep,10 Years
388,West Coast,0.9387,15.7929,Stable,Stable or Increasing,Monthly,Sep,10 Years
373,West Coast,-0.1214,7.5008,Stable,Stable or Increasing,Monthly,Sep,10 Years
375,Thompson / Okanagan,-0.0416,7.9015,Stable,Stable or Increasing,Monthly,Sep,10 Years
365,Thompson / Okanagan,-0.0077,6.4437,Stable,Stable or Increasing,Monthly,Sep,10 Years
366,Thompson / Okanagan,-0.2695,3.1801,Stable,Stable or Increasing,Monthly,Sep,10 Years
378,Omineca,-0.0281,34.4643,Stable,Stable or Increasing,Monthly,Sep,10 Years
374,Cariboo,-0.2829,39.4485,Increasing,Stable or Increasing,Monthly,Sep,10 Years
381,Thompson / Okanagan,0.0133,5.5051,Stable,Stable or Increasing,Monthly,Sep,10 Years
464,Thompson / Okanagan,0.008,4.9289,Stable,Stable or Increasing,Monthly,Sep,10 Years
383,West Coast,-0.0397,49.9624,Stable,Stable or Increasing,Monthly,Sep,10 Years
384,Thompson / Okanagan,0.0795,80.7085,Stable,Stable or Increasing,Monthly,Sep,10 Years
377,Skeena,-0.1488,26.0508,Stable,Stable or Increasing,Monthly,Sep,10 Years
395,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
387,Thompson / Okanagan,0.3496,9.3622,Stable,Stable or Increasing,Monthly,Sep,10 Years
385,West Coast,-0.0165,14.4578,Stable,Stable or Increasing,Monthly,Sep,10 Years
386,Skeena,0.0124,1.4717,Stable,Stable or Increasing,Monthly,Sep,10 Years
401,Thompson / Okanagan,-0.0077,4.8709,Stable,Stable or Increasing,Monthly,Sep,10 Years
402,Thompson / Okanagan,0.0745,12.0149,Stable,Stable or Increasing,Monthly,Sep,10 Years
406,South Coast,0.0387,3.1166,Stable,Stable or Increasing,Monthly,Sep,10 Years
389,West Coast,-0.0053,3.7272,Stable,Stable or Increasing,Monthly,Sep,10 Years
392,West Coast,-0.1426,24.969,Increasing,Stable or Increasing,Monthly,Sep,10 Years
393,West Coast,-0.0432,8.3666,Stable,Stable or Increasing,Monthly,Sep,10 Years
391,West Coast,0.3722,34.953,Stable,Stable or Increasing,Monthly,Sep,10 Years
405,Thompson / Okanagan,0.0733,17.6878,Stable,Stable or Increasing,Monthly,Sep,10 Years
407,Thompson / Okanagan,0.0017,11.5354,Stable,Stable or Increasing,Monthly,Sep,10 Years
404,Thompson / Okanagan,0.0273,22.6047,Stable,Stable or Increasing,Monthly,Sep,10 Years
403,Thompson / Okanagan,0.024,38.0598,Stable,Stable or Increasing,Monthly,Sep,10 Years
390,West Coast,-0.0643,29.2544,Stable,Stable or Increasing,Monthly,Sep,10 Years
416,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
417,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
418,Northeast,0.0867,59.4015,Stable,Stable or Increasing,Monthly,Sep,10 Years
420,Northeast,-0.0136,34.4034,Stable,Stable or Increasing,Monthly,Sep,10 Years
409,Thompson / Okanagan,-0.0018,12.2494,Stable,Stable or Increasing,Monthly,Sep,10 Years
414,South Coast,0.1301,32.8042,Large Rate of Decline,Large Rate of Decline,Monthly,Sep,10 Years
415,South Coast,0.1662,41.4054,Large Rate of Decline,Large Rate of Decline,Monthly,Sep,10 Years
474,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
423,Thompson / Okanagan,0.0154,5.3751,Stable,Stable or Increasing,Monthly,Sep,10 Years
400,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
411,Thompson / Okanagan,-0.7636,11.3633,Increasing,Stable or Increasing,Monthly,Sep,10 Years
410,Thompson / Okanagan,0.0027,4.4794,Stable,Stable or Increasing,Monthly,Sep,10 Years
412,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
445,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
398,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
424,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
442,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
413,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
448,South Coast,-0.0261,3.6166,Stable,Stable or Increasing,Monthly,Sep,10 Years
449,South Coast,-0.0441,4.7389,Stable,Stable or Increasing,Monthly,Sep,10 Years
425,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
426,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
427,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
428,West Coast,-0.0112,44.5667,Stable,Stable or Increasing,Monthly,Sep,10 Years
429,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
430,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
431,West Coast,-0.0068,20.691,Stable,Stable or Increasing,Monthly,Sep,10 Years
432,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
433,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
434,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
435,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
450,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
451,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
438,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
452,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
453,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
454,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
436,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
437,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
